Theta_a1,Theta_b1,Theta_c1,Theta_a2,Theta_b2,Theta_c2,action1,Action_space1,action2,Action_space2,A1_1_1,A1_1_2,A1_1_3,A1_1_4,A1_1_5,A1_1_6,A1_1_7,A1_1_8,A1_1_9,A1_2_1,A1_2_2,A1_2_3,A1_2_4,A1_2_5,A1_2_6,A1_2_7,A1_2_8,A1_2_9,A1_3_1,A1_3_2,A1_3_3,A1_3_4,A1_3_5,A1_3_6,A1_3_7,A1_3_8,A1_3_9,A1_4_1,A1_4_2,A1_4_3,A1_4_4,A1_4_5,A1_4_6,A1_4_7,A1_4_8,A1_4_9,A1_5_1,A1_5_2,A1_5_3,A1_5_4,A1_5_5,A1_5_6,A1_5_7,A1_5_8,A1_5_9,A1_6_1,A1_6_2,A1_6_3,A1_6_4,A1_6_5,A1_6_6,A1_6_7,A1_6_8,A1_6_9,A1_7_1,A1_7_2,A1_7_3,A1_7_4,A1_7_5,A1_7_6,A1_7_7,A1_7_8,A1_7_9,A1_8_1,A1_8_2,A1_8_3,A1_8_4,A1_8_5,A1_8_6,A1_8_7,A1_8_8,A1_8_9,A1_9_1,A1_9_2,A1_9_3,A1_9_4,A1_9_5,A1_9_6,A1_9_7,A1_9_8,A1_9_9,B1_1_1,B1_1_2,B1_1_3,B1_1_4,B1_1_5,B1_1_6,B1_1_7,B1_1_8,B1_1_9,B1_2_1,B1_2_2,B1_2_3,B1_2_4,B1_2_5,B1_2_6,B1_2_7,B1_2_8,B1_2_9,B1_3_1,B1_3_2,B1_3_3,B1_3_4,B1_3_5,B1_3_6,B1_3_7,B1_3_8,B1_3_9,B1_4_1,B1_4_2,B1_4_3,B1_4_4,B1_4_5,B1_4_6,B1_4_7,B1_4_8,B1_4_9,B1_5_1,B1_5_2,B1_5_3,B1_5_4,B1_5_5,B1_5_6,B1_5_7,B1_5_8,B1_5_9,B1_6_1,B1_6_2,B1_6_3,B1_6_4,B1_6_5,B1_6_6,B1_6_7,B1_6_8,B1_6_9,B1_7_1,B1_7_2,B1_7_3,B1_7_4,B1_7_5,B1_7_6,B1_7_7,B1_7_8,B1_7_9,B1_8_1,B1_8_2,B1_8_3,B1_8_4,B1_8_5,B1_8_6,B1_8_7,B1_8_8,B1_8_9,B1_9_1,B1_9_2,B1_9_3,B1_9_4,B1_9_5,B1_9_6,B1_9_7,B1_9_8,B1_9_9,C1_1_1,C1_1_2,C1_1_3,C1_1_4,C1_1_5,C1_1_6,C1_1_7,C1_1_8,C1_1_9,C1_2_1,C1_2_2,C1_2_3,C1_2_4,C1_2_5,C1_2_6,C1_2_7,C1_2_8,C1_2_9,C1_3_1,C1_3_2,C1_3_3,C1_3_4,C1_3_5,C1_3_6,C1_3_7,C1_3_8,C1_3_9,C1_4_1,C1_4_2,C1_4_3,C1_4_4,C1_4_5,C1_4_6,C1_4_7,C1_4_8,C1_4_9,C1_5_1,C1_5_2,C1_5_3,C1_5_4,C1_5_5,C1_5_6,C1_5_7,C1_5_8,C1_5_9,C1_6_1,C1_6_2,C1_6_3,C1_6_4,C1_6_5,C1_6_6,C1_6_7,C1_6_8,C1_6_9,C1_7_1,C1_7_2,C1_7_3,C1_7_4,C1_7_5,C1_7_6,C1_7_7,C1_7_8,C1_7_9,C1_8_1,C1_8_2,C1_8_3,C1_8_4,C1_8_5,C1_8_6,C1_8_7,C1_8_8,C1_8_9,C1_9_1,C1_9_2,C1_9_3,C1_9_4,C1_9_5,C1_9_6,C1_9_7,C1_9_8,C1_9_9,A2_1_1,A2_1_2,A2_1_3,A2_1_4,A2_1_5,A2_1_6,A2_1_7,A2_1_8,A2_1_9,A2_2_1,A2_2_2,A2_2_3,A2_2_4,A2_2_5,A2_2_6,A2_2_7,A2_2_8,A2_2_9,A2_3_1,A2_3_2,A2_3_3,A2_3_4,A2_3_5,A2_3_6,A2_3_7,A2_3_8,A2_3_9,A2_4_1,A2_4_2,A2_4_3,A2_4_4,A2_4_5,A2_4_6,A2_4_7,A2_4_8,A2_4_9,A2_5_1,A2_5_2,A2_5_3,A2_5_4,A2_5_5,A2_5_6,A2_5_7,A2_5_8,A2_5_9,A2_6_1,A2_6_2,A2_6_3,A2_6_4,A2_6_5,A2_6_6,A2_6_7,A2_6_8,A2_6_9,A2_7_1,A2_7_2,A2_7_3,A2_7_4,A2_7_5,A2_7_6,A2_7_7,A2_7_8,A2_7_9,A2_8_1,A2_8_2,A2_8_3,A2_8_4,A2_8_5,A2_8_6,A2_8_7,A2_8_8,A2_8_9,A2_9_1,A2_9_2,A2_9_3,A2_9_4,A2_9_5,A2_9_6,A2_9_7,A2_9_8,A2_9_9,B2_1_1,B2_1_2,B2_1_3,B2_1_4,B2_1_5,B2_1_6,B2_1_7,B2_1_8,B2_1_9,B2_2_1,B2_2_2,B2_2_3,B2_2_4,B2_2_5,B2_2_6,B2_2_7,B2_2_8,B2_2_9,B2_3_1,B2_3_2,B2_3_3,B2_3_4,B2_3_5,B2_3_6,B2_3_7,B2_3_8,B2_3_9,B2_4_1,B2_4_2,B2_4_3,B2_4_4,B2_4_5,B2_4_6,B2_4_7,B2_4_8,B2_4_9,B2_5_1,B2_5_2,B2_5_3,B2_5_4,B2_5_5,B2_5_6,B2_5_7,B2_5_8,B2_5_9,B2_6_1,B2_6_2,B2_6_3,B2_6_4,B2_6_5,B2_6_6,B2_6_7,B2_6_8,B2_6_9,B2_7_1,B2_7_2,B2_7_3,B2_7_4,B2_7_5,B2_7_6,B2_7_7,B2_7_8,B2_7_9,B2_8_1,B2_8_2,B2_8_3,B2_8_4,B2_8_5,B2_8_6,B2_8_7,B2_8_8,B2_8_9,B2_9_1,B2_9_2,B2_9_3,B2_9_4,B2_9_5,B2_9_6,B2_9_7,B2_9_8,B2_9_9,C2_1_1,C2_1_2,C2_1_3,C2_1_4,C2_1_5,C2_1_6,C2_1_7,C2_1_8,C2_1_9,C2_2_1,C2_2_2,C2_2_3,C2_2_4,C2_2_5,C2_2_6,C2_2_7,C2_2_8,C2_2_9,C2_3_1,C2_3_2,C2_3_3,C2_3_4,C2_3_5,C2_3_6,C2_3_7,C2_3_8,C2_3_9,C2_4_1,C2_4_2,C2_4_3,C2_4_4,C2_4_5,C2_4_6,C2_4_7,C2_4_8,C2_4_9,C2_5_1,C2_5_2,C2_5_3,C2_5_4,C2_5_5,C2_5_6,C2_5_7,C2_5_8,C2_5_9,C2_6_1,C2_6_2,C2_6_3,C2_6_4,C2_6_5,C2_6_6,C2_6_7,C2_6_8,C2_6_9,C2_7_1,C2_7_2,C2_7_3,C2_7_4,C2_7_5,C2_7_6,C2_7_7,C2_7_8,C2_7_9,C2_8_1,C2_8_2,C2_8_3,C2_8_4,C2_8_5,C2_8_6,C2_8_7,C2_8_8,C2_8_9,C2_9_1,C2_9_2,C2_9_3,C2_9_4,C2_9_5,C2_9_6,C2_9_7,C2_9_8,C2_9_9,State1_x,State1_y,State1_v,State1_phi,State1_b,State2_x,State2_y,State2_v,State2_phi,State2_b
1.0,0.5,1.0,1.0,0.5,1.0,7,9,7,9,-0.69006,-0.69007,-0.69005,-0.66501,-0.66483,-0.66483,-0.6375,-0.63664,-0.63662,-0.69007,-0.69008,-0.69006,-0.66502,-0.66483,-0.66484,-0.63751,-0.63665,-0.63663,-0.69005,-0.69006,-0.69004,-0.665,-0.66481,-0.66481,-0.63749,-0.63663,-0.63661,-0.71513,-0.71514,-0.71512,-0.69009,-0.6899,-0.6899,-0.66257,-0.66171,-0.6617,-0.71529,-0.71529,-0.71528,-0.69024,-0.69005,-0.69005,-0.66273,-0.66186,-0.66185,-0.71529,-0.71529,-0.71528,-0.69024,-0.69005,-0.69005,-0.66273,-0.66186,-0.66185,-0.74262,-0.74262,-0.7426,-0.71757,-0.71738,-0.71738,-0.69005,-0.68919,-0.68918,-0.74349,-0.74349,-0.74348,-0.71844,-0.71825,-0.71825,-0.69093,-0.69006,-0.69005,-0.74351,-0.74351,-0.7435,-0.71846,-0.71827,-0.71827,-0.69095,-0.69008,-0.69007,2.150888920970928e-06,2.150888920970928e-06,2.150888920970928e-06,2.150888920970928e-06,2.150888920970928e-06,2.150888920970928e-06,2.150888920970928e-06,2.150888920970928e-06,2.150888920970928e-06,9.919541166247825e-08,9.919541166247825e-08,9.919541166247825e-08,9.919541166247825e-08,9.919541166247825e-08,9.919541166247825e-08,9.919541166247825e-08,9.919541166247825e-08,9.919541166247825e-08,7.008034512701045e-07,7.008034512701045e-07,7.008034512701045e-07,7.008034512701045e-07,7.008034512701045e-07,7.008034512701045e-07,7.008034512701045e-07,7.008034512701045e-07,7.008034512701045e-07,0.0001200617911828461,0.0001200617911828461,0.0001200617911828461,0.0001200617911828461,0.0001200617911828461,0.0001200617911828461,0.0001200617911828461,0.0001200617911828461,0.0001200617911828461,7.128624292196406e-06,7.128624292196406e-06,7.128624292196406e-06,7.128624292196406e-06,7.128624292196406e-06,7.128624292196406e-06,7.128624292196406e-06,7.128624292196406e-06,7.128624292196406e-06,3.1833067590802955e-05,3.1833067590802955e-05,3.1833067590802955e-05,3.1833067590802955e-05,3.1833067590802955e-05,3.1833067590802955e-05,3.1833067590802955e-05,3.1833067590802955e-05,3.1833067590802955e-05,0.0010032754853935844,0.0010032754853935844,0.0010032754853935844,0.0010032754853935844,0.0010032754853935844,0.0010032754853935844,0.0010032754853935844,0.0010032754853935844,0.0010032754853935844,6.449809467579115e-05,6.449809467579115e-05,6.449809467579115e-05,6.449809467579115e-05,6.449809467579115e-05,6.449809467579115e-05,6.449809467579115e-05,6.449809467579115e-05,6.449809467579115e-05,0.0002503431474223383,0.0002503431474223383,0.0002503431474223383,0.0002503431474223383,0.0002503431474223383,0.0002503431474223383,0.0002503431474223383,0.0002503431474223383,0.0002503431474223383,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.69006,0.69007,0.69005,0.71513,0.71529,0.71529,0.74262,0.74349,0.74351,0.69007,0.69008,0.69006,0.71514,0.71529,0.71529,0.74262,0.74349,0.74351,0.69005,0.69006,0.69004,0.71512,0.71528,0.71528,0.7426,0.74348,0.7435,0.66501,0.66502,0.665,0.69009,0.69024,0.69024,0.71757,0.71844,0.71846,0.66483,0.66483,0.66481,0.6899,0.69005,0.69005,0.71738,0.71825,0.71827,0.66483,0.66484,0.66481,0.6899,0.69005,0.69005,0.71738,0.71825,0.71827,0.6375,0.63751,0.63749,0.66257,0.66273,0.66273,0.69005,0.69093,0.69095,0.63664,0.63665,0.63663,0.66171,0.66186,0.66186,0.68919,0.69006,0.69008,0.63662,0.63663,0.63661,0.6617,0.66185,0.66185,0.68918,0.69005,0.69007,2.150888920970928e-06,2.150888920970928e-06,2.150888920970928e-06,2.150888920970928e-06,2.150888920970928e-06,2.150888920970928e-06,2.150888920970928e-06,2.150888920970928e-06,2.150888920970928e-06,9.919541166247825e-08,9.919541166247825e-08,9.919541166247825e-08,9.919541166247825e-08,9.919541166247825e-08,9.919541166247825e-08,9.919541166247825e-08,9.919541166247825e-08,9.919541166247825e-08,7.008034512701045e-07,7.008034512701045e-07,7.008034512701045e-07,7.008034512701045e-07,7.008034512701045e-07,7.008034512701045e-07,7.008034512701045e-07,7.008034512701045e-07,7.008034512701045e-07,0.0001200617911828461,0.0001200617911828461,0.0001200617911828461,0.0001200617911828461,0.0001200617911828461,0.0001200617911828461,0.0001200617911828461,0.0001200617911828461,0.0001200617911828461,7.128624292307428e-06,7.128624292307428e-06,7.128624292307428e-06,7.128624292307428e-06,7.128624292307428e-06,7.128624292307428e-06,7.128624292307428e-06,7.128624292307428e-06,7.128624292307428e-06,3.1833067590802955e-05,3.1833067590802955e-05,3.1833067590802955e-05,3.1833067590802955e-05,3.1833067590802955e-05,3.1833067590802955e-05,3.1833067590802955e-05,3.1833067590802955e-05,3.1833067590802955e-05,0.0010032754853935844,0.0010032754853935844,0.0010032754853935844,0.0010032754853935844,0.0010032754853935844,0.0010032754853935844,0.0010032754853935844,0.0010032754853935844,0.0010032754853935844,6.449809467579115e-05,6.449809467579115e-05,6.449809467579115e-05,6.449809467579115e-05,6.449809467579115e-05,6.449809467579115e-05,6.449809467579115e-05,6.449809467579115e-05,6.449809467579115e-05,0.0002503431474223383,0.0002503431474223383,0.0002503431474223383,0.0002503431474223383,0.0002503431474223383,0.0002503431474223383,0.0002503431474223383,0.0002503431474223383,0.0002503431474223383,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,694.666228,749.956325,5.15,3.157236,0.0,902.745992,679.006152,5.15,2.467185,0.0
1.0,0.5,1.0,1.0,0.5,1.0,8,9,8,9,-0.69006,-0.68877,-0.68832,-0.66432,-0.6611,-0.66019,-0.64005,-0.63372,-0.63213,-0.69136,-0.69007,-0.68961,-0.66562,-0.6624,-0.66149,-0.64135,-0.63502,-0.63342,-0.69182,-0.69053,-0.69007,-0.66608,-0.66286,-0.66195,-0.64181,-0.63548,-0.63389,-0.7158,-0.71451,-0.71406,-0.69006,-0.68684,-0.68593,-0.66579,-0.65946,-0.65787,-0.719,-0.71771,-0.71725,-0.69326,-0.69004,-0.68913,-0.66899,-0.66266,-0.66106,-0.71993,-0.71864,-0.71819,-0.69419,-0.69097,-0.69006,-0.66992,-0.66359,-0.662,-0.7296,-0.72832,-0.72786,-0.70386,-0.70064,-0.69974,-0.67959,-0.67326,-0.67167,-0.73439,-0.73311,-0.73265,-0.70865,-0.70544,-0.70453,-0.68438,-0.67805,-0.67646,-0.73565,-0.73436,-0.73391,-0.70991,-0.70669,-0.70578,-0.68564,-0.67931,-0.67772,0.00312660260399511,0.00312660260399511,0.00312660260399511,0.00312660260399511,0.00312660260399511,0.00312660260399511,0.00312660260399511,0.00312660260399511,0.00312660260399511,0.00106038022571886,0.00106038022571886,0.00106038022571886,0.00106038022571886,0.00106038022571886,0.00106038022571886,0.00106038022571886,0.00106038022571886,0.00106038022571886,0.00015120541924251718,0.00015120541924251718,0.00015120541924251718,0.00015120541924251718,0.00015120541924251718,0.00015120541924251718,0.00015120541924251718,0.00015120541924251718,0.00015120541924251718,0.008708103097333053,0.008708103097333053,0.008708103097333053,0.008708103097333053,0.008708103097333053,0.008708103097333053,0.008708103097333053,0.008708103097333053,0.008708103097333053,0.0022622757362863455,0.0022622757362863455,0.0022622757362863455,0.0022622757362863455,0.0022622757362863455,0.0022622757362863455,0.0022622757362863455,0.0022622757362863455,0.0022622757362863455,0.00015216714472132686,0.00015216714472132686,0.00015216714472132686,0.00015216714472132686,0.00015216714472132686,0.00015216714472132686,0.00015216714472132686,0.00015216714472132686,0.00015216714472132686,0.014007495280952353,0.014007495280952353,0.014007495280952353,0.014007495280952353,0.014007495280952353,0.014007495280952353,0.014007495280952353,0.014007495280952353,0.014007495280952353,0.003268172315471385,0.003268172315471385,0.003268172315471385,0.003268172315471385,0.003268172315471385,0.003268172315471385,0.003268172315471385,0.003268172315471385,0.003268172315471385,0.00015306216487653845,0.00015306216487653845,0.00015306216487653845,0.00015306216487653845,0.00015306216487653845,0.00015306216487653845,0.00015306216487653845,0.00015306216487653845,0.00015306216487653845,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.69006,0.69136,0.69182,0.7158,0.719,0.71993,0.7296,0.73439,0.73565,0.68877,0.69007,0.69053,0.71451,0.71771,0.71864,0.72832,0.73311,0.73436,0.68832,0.68961,0.69007,0.71406,0.71725,0.71819,0.72786,0.73265,0.73391,0.66432,0.66562,0.66608,0.69006,0.69326,0.69419,0.70386,0.70865,0.70991,0.6611,0.6624,0.66286,0.68684,0.69004,0.69097,0.70064,0.70544,0.70669,0.66019,0.66149,0.66195,0.68593,0.68913,0.69006,0.69974,0.70453,0.70578,0.64005,0.64135,0.64181,0.66579,0.66899,0.66992,0.67959,0.68438,0.68564,0.63372,0.63502,0.63548,0.65946,0.66266,0.66359,0.67326,0.67805,0.67931,0.63213,0.63342,0.63389,0.65787,0.66106,0.662,0.67167,0.67646,0.67772,0.003126602603994555,0.003126602603994555,0.003126602603994555,0.003126602603994555,0.003126602603994555,0.003126602603994555,0.003126602603994555,0.003126602603994555,0.003126602603994555,0.00106038022571886,0.00106038022571886,0.00106038022571886,0.00106038022571886,0.00106038022571886,0.00106038022571886,0.00106038022571886,0.00106038022571886,0.00106038022571886,0.00015120541924251718,0.00015120541924251718,0.00015120541924251718,0.00015120541924251718,0.00015120541924251718,0.00015120541924251718,0.00015120541924251718,0.00015120541924251718,0.00015120541924251718,0.008708103097332942,0.008708103097332942,0.008708103097332942,0.008708103097332942,0.008708103097332942,0.008708103097332942,0.008708103097332942,0.008708103097332942,0.008708103097332942,0.0022622757362866786,0.0022622757362866786,0.0022622757362866786,0.0022622757362866786,0.0022622757362866786,0.0022622757362866786,0.0022622757362866786,0.0022622757362866786,0.0022622757362866786,0.00015216714472132686,0.00015216714472132686,0.00015216714472132686,0.00015216714472132686,0.00015216714472132686,0.00015216714472132686,0.00015216714472132686,0.00015216714472132686,0.00015216714472132686,0.019584325510259015,0.019584325510259015,0.019584325510259015,0.019584325510259015,0.019584325510259015,0.019584325510259015,0.019584325510259015,0.019584325510259015,0.019584325510259015,0.004265775290075213,0.004265775290075213,0.004265775290075213,0.004265775290075213,0.004265775290075213,0.004265775290075213,0.004265775290075213,0.004265775290075213,0.004265775290075213,0.00017565776824324253,0.00017565776824324253,0.00017565776824324253,0.00017565776824324253,0.00017565776824324253,0.00017565776824324253,0.00017565776824324253,0.00017565776824324253,0.00017565776824324253,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,672.606427,749.611213,12.65,3.157236,0.008727,885.51348,692.782741,12.65,2.467185,0.008727
1.0,0.5,1.0,1.0,0.5,1.0,4,9,7,9,-0.64085,-0.63914,-0.6427,-0.61469,-0.61039,-0.6157,-0.60064,-0.5943,-0.6007,-0.64115,-0.63944,-0.643,-0.61499,-0.61069,-0.616,-0.60094,-0.5946,-0.601,-0.63971,-0.638,-0.64155,-0.61355,-0.60924,-0.61455,-0.59949,-0.59315,-0.59956,-0.66817,-0.66646,-0.67002,-0.64201,-0.6377,-0.64302,-0.62795,-0.62161,-0.62802,-0.66972,-0.66801,-0.67157,-0.64356,-0.63926,-0.64457,-0.62951,-0.62317,-0.62957,-0.66717,-0.66546,-0.66902,-0.64101,-0.63671,-0.64202,-0.62696,-0.62062,-0.62702,-0.66817,-0.66646,-0.67002,-0.64201,-0.6377,-0.64302,-0.62795,-0.62161,-0.62802,-0.66972,-0.66801,-0.67157,-0.64356,-0.63926,-0.64457,-0.62951,-0.62317,-0.62957,-0.66717,-0.66546,-0.66902,-0.64101,-0.63671,-0.64202,-0.62696,-0.62062,-0.62702,0.0002596054135681758,0.0002596054135681758,0.0002596054135681758,0.0002596054135681758,0.0002596054135681758,0.0002596054135681758,0.0002596054135681758,0.0002596054135681758,0.0002596054135681758,0.001381610202839556,0.001381610202839556,0.001381610202839556,0.001381610202839556,0.001381610202839556,0.001381610202839556,0.001381610202839556,0.001381610202839556,0.001381610202839556,0.005681693783338715,0.005681693783338715,0.005681693783338715,0.005681693783338715,0.005681693783338715,0.005681693783338715,0.005681693783338715,0.005681693783338715,0.005681693783338715,0.0006812619385657692,0.0006812619385657692,0.0006812619385657692,0.0006812619385657692,0.0006812619385657692,0.0006812619385657692,0.0006812619385657692,0.0006812619385657692,0.0006812619385657692,0.0016935498218713096,0.0016935498218713096,0.0016935498218713096,0.0016935498218713096,0.0016935498218713096,0.0016935498218713096,0.0016935498218713096,0.0016935498218713096,0.0016935498218713096,0.011610524383874554,0.011610524383874554,0.011610524383874554,0.011610524383874554,0.011610524383874554,0.011610524383874554,0.011610524383874554,0.011610524383874554,0.011610524383874554,0.0006812619385657692,0.0006812619385657692,0.0006812619385657692,0.0006812619385657692,0.0006812619385657692,0.0006812619385657692,0.0006812619385657692,0.0006812619385657692,0.0006812619385657692,0.0016935498218713096,0.0016935498218713096,0.0016935498218713096,0.0016935498218713096,0.0016935498218713096,0.0016935498218713096,0.0016935498218713096,0.0016935498218713096,0.0016935498218713096,0.011610524383874554,0.011610524383874554,0.011610524383874554,0.011610524383874554,0.011610524383874554,0.011610524383874554,0.011610524383874554,0.011610524383874554,0.011610524383874554,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.64085,0.64115,0.63971,0.66817,0.66972,0.66717,0.66817,0.66972,0.66717,0.63914,0.63944,0.638,0.66646,0.66801,0.66546,0.66646,0.66801,0.66546,0.6427,0.643,0.64155,0.67002,0.67157,0.66902,0.67002,0.67157,0.66902,0.61469,0.61499,0.61355,0.64201,0.64356,0.64101,0.64201,0.64356,0.64101,0.61039,0.61069,0.60924,0.6377,0.63926,0.63671,0.6377,0.63926,0.63671,0.6157,0.616,0.61455,0.64302,0.64457,0.64202,0.64302,0.64457,0.64202,0.60064,0.60094,0.59949,0.62795,0.62951,0.62696,0.62795,0.62951,0.62696,0.5943,0.5946,0.59315,0.62161,0.62317,0.62062,0.62161,0.62317,0.62062,0.6007,0.601,0.59956,0.62802,0.62957,0.62702,0.62802,0.62957,0.62702,0.0007183519699471841,0.0007183519699471841,0.0007183519699471841,0.0007183519699471841,0.0007183519699471841,0.0007183519699471841,0.0007183519699471841,0.0007183519699471841,0.0007183519699471841,0.003568452248360554,0.003568452248360554,0.003568452248360554,0.003568452248360554,0.003568452248360554,0.003568452248360554,0.003568452248360554,0.003568452248360554,0.003568452248360554,0.01876562067598153,0.01876562067598153,0.01876562067598153,0.01876562067598153,0.01876562067598153,0.01876562067598153,0.01876562067598153,0.01876562067598153,0.01876562067598153,0.002999521928412907,0.002999521928412907,0.002999521928412907,0.002999521928412907,0.002999521928412907,0.002999521928412907,0.002999521928412907,0.002999521928412907,0.002999521928412907,0.0038800498409702344,0.0038800498409702344,0.0038800498409702344,0.0038800498409702344,0.0038800498409702344,0.0038800498409702344,0.0038800498409702344,0.0038800498409702344,0.0038800498409702344,0.0315557993186808,0.0315557993186808,0.0315557993186808,0.0315557993186808,0.0315557993186808,0.0315557993186808,0.0315557993186808,0.0315557993186808,0.0315557993186808,0.006256917048563904,0.006256917048563904,0.006256917048563904,0.006256917048563904,0.006256917048563904,0.006256917048563904,0.006256917048563904,0.006256917048563904,0.006256917048563904,0.003904775452609144,0.003904775452609144,0.003904775452609144,0.003904775452609144,0.003904775452609144,0.003904775452609144,0.003904775452609144,0.003904775452609144,0.003904775452609144,0.040891039428037845,0.040891039428037845,0.040891039428037845,0.040891039428037845,0.040891039428037845,0.040891039428037845,0.040891039428037845,0.040891039428037845,0.040891039428037845,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,636.831404,743.081494,15.0,3.475953,0.0,849.714764,711.93327,20.15,2.823364,0.0
